kind,split,size(Byte),time(s),speed(GB/s)
PCIe-HostToDevice-UnifiedMemory-Split,1,74000000,0.003058,24.201
PCIe-HostToDevice-UnifiedMemory-Split,1,75000000,0.003094,24.244
PCIe-HostToDevice-UnifiedMemory-Split,1,76000000,0.003147,24.152
PCIe-HostToDevice-UnifiedMemory-Split,1,77000000,0.003182,24.202
PCIe-HostToDevice-UnifiedMemory-Split,1,78000000,0.003214,24.266
PCIe-HostToDevice-UnifiedMemory-Split,1,79000000,0.003277,24.109
PCIe-HostToDevice-UnifiedMemory-Split,1,80000000,0.003302,24.225
PCIe-DeviceToHost-UnifiedMemory-Split,1,1000000,0.000089,11.225
PCIe-DeviceToHost-UnifiedMemory-Split,1,2000000,0.000155,12.935
PCIe-DeviceToHost-UnifiedMemory-Split,1,3000000,0.000190,15.751
PCIe-DeviceToHost-UnifiedMemory-Split,1,4000000,0.000237,16.910
PCIe-DeviceToHost-UnifiedMemory-Split,1,5000000,0.000265,18.853
PCIe-DeviceToHost-UnifiedMemory-Split,1,6000000,0.000311,19.274
PCIe-DeviceToHost-UnifiedMemory-Split,1,7000000,0.000347,20.165
PCIe-DeviceToHost-UnifiedMemory-Split,1,8000000,0.000385,20.778
PCIe-DeviceToHost-UnifiedMemory-Split,1,9000000,0.000423,21.281
PCIe-DeviceToHost-UnifiedMemory-Split,1,10000000,0.000467,21.416
PCIe-DeviceToHost-UnifiedMemory-Split,1,11000000,0.000505,21.789
PCIe-DeviceToHost-UnifiedMemory-Split,1,12000000,0.000542,22.153
PCIe-DeviceToHost-UnifiedMemory-Split,1,13000000,0.000589,22.079
PCIe-DeviceToHost-UnifiedMemory-Split,1,14000000,0.000616,22.711
PCIe-DeviceToHost-UnifiedMemory-Split,1,15000000,0.000664,22.606
PCIe-DeviceToHost-UnifiedMemory-Split,1,16000000,0.000690,23.182
PCIe-DeviceToHost-UnifiedMemory-Split,1,17000000,0.000746,22.773
PCIe-DeviceToHost-UnifiedMemory-Split,1,18000000,0.000764,23.563
PCIe-DeviceToHost-UnifiedMemory-Split,1,19000000,0.000819,23.193
PCIe-DeviceToHost-UnifiedMemory-Split,1,20000000,0.000847,23.617
PCIe-DeviceToHost-UnifiedMemory-Split,1,21000000,0.000902,23.278
PCIe-DeviceToHost-UnifiedMemory-Split,1,22000000,0.000921,23.898
PCIe-DeviceToHost-UnifiedMemory-Split,1,23000000,0.000977,23.544
PCIe-DeviceToHost-UnifiedMemory-Split,1,24000000,0.001004,23.916
PCIe-DeviceToHost-UnifiedMemory-Split,1,25000000,0.001049,23.842
PCIe-DeviceToHost-UnifiedMemory-Split,1,26000000,0.001086,23.931
PCIe-DeviceToHost-UnifiedMemory-Split,1,27000000,0.001133,23.840
PCIe-DeviceToHost-UnifiedMemory-Split,1,28000000,0.001160,24.134
PCIe-DeviceToHost-UnifiedMemory-Split,1,29000000,0.001206,24.041
PCIe-DeviceToHost-UnifiedMemory-Split,1,30000000,0.001243,24.133
PCIe-DeviceToHost-UnifiedMemory-Split,1,31000000,0.001281,24.199
PCIe-DeviceToHost-UnifiedMemory-Split,1,32000000,0.001317,24.300
PCIe-DeviceToHost-UnifiedMemory-Split,1,33000000,0.001353,24.396
PCIe-DeviceToHost-UnifiedMemory-Split,1,34000000,0.001400,24.289
PCIe-DeviceToHost-UnifiedMemory-Split,1,35000000,0.001437,24.362
PCIe-DeviceToHost-UnifiedMemory-Split,1,36000000,0.001482,24.296
PCIe-DeviceToHost-UnifiedMemory-Split,1,37000000,0.001512,24.464
PCIe-DeviceToHost-UnifiedMemory-Split,1,38000000,0.001565,24.286
PCIe-DeviceToHost-UnifiedMemory-Split,1,39000000,0.001584,24.619
PCIe-DeviceToHost-UnifiedMemory-Split,1,40000000,0.001639,24.399
PCIe-DeviceToHost-UnifiedMemory-Split,1,41000000,0.001667,24.594
PCIe-DeviceToHost-UnifiedMemory-Split,1,42000000,0.001722,24.385
PCIe-DeviceToHost-UnifiedMemory-Split,1,43000000,0.001750,24.571
PCIe-DeviceToHost-UnifiedMemory-Split,1,44000000,0.001816,24.235
PCIe-DeviceToHost-UnifiedMemory-Split,1,45000000,0.001834,24.537
PCIe-DeviceToHost-UnifiedMemory-Split,1,46000000,0.001881,24.454
PCIe-DeviceToHost-UnifiedMemory-Split,1,47000000,0.001916,24.531
PCIe-DeviceToHost-UnifiedMemory-Split,1,48000000,0.001962,24.465
PCIe-DeviceToHost-UnifiedMemory-Split,1,49000000,0.002000,24.502
PCIe-DeviceToHost-UnifiedMemory-Split,1,50000000,0.002045,24.451
PCIe-DeviceToHost-UnifiedMemory-Split,1,51000000,0.002064,24.705
PCIe-DeviceToHost-UnifiedMemory-Split,1,52000000,0.002119,24.544
PCIe-DeviceToHost-UnifiedMemory-Split,1,53000000,0.002166,24.472
PCIe-DeviceToHost-UnifiedMemory-Split,1,54000000,0.002193,24.619
PCIe-DeviceToHost-UnifiedMemory-Split,1,55000000,0.002239,24.559
PCIe-DeviceToHost-UnifiedMemory-Split,1,56000000,0.002259,24.790
PCIe-DeviceToHost-UnifiedMemory-Split,1,57000000,0.002322,24.543
PCIe-DeviceToHost-UnifiedMemory-Split,1,58000000,0.002349,24.691
PCIe-DeviceToHost-UnifiedMemory-Split,1,59000000,0.002387,24.718
PCIe-DeviceToHost-UnifiedMemory-Split,1,60000000,0.002424,24.754
PCIe-DeviceToHost-UnifiedMemory-Split,1,61000000,0.002479,24.606
PCIe-DeviceToHost-UnifiedMemory-Split,1,62000000,0.002506,24.743
PCIe-DeviceToHost-UnifiedMemory-Split,1,63000000,0.002562,24.590
PCIe-DeviceToHost-UnifiedMemory-Split,1,64000000,0.002598,24.635
PCIe-DeviceToHost-UnifiedMemory-Split,1,65000000,0.002635,24.670
PCIe-DeviceToHost-UnifiedMemory-Split,1,66000000,0.002663,24.780
PCIe-DeviceToHost-UnifiedMemory-Split,1,67000000,0.002710,24.728
PCIe-DeviceToHost-UnifiedMemory-Split,1,68000000,0.002746,24.760
PCIe-DeviceToHost-UnifiedMemory-Split,1,69000000,0.002793,24.700
PCIe-DeviceToHost-UnifiedMemory-Split,1,70000000,0.002820,24.822
PCIe-DeviceToHost-UnifiedMemory-Split,1,71000000,0.002867,24.763
PCIe-DeviceToHost-UnifiedMemory-Split,1,72000000,0.002898,24.845
PCIe-DeviceToHost-UnifiedMemory-Split,1,73000000,0.002940,24.831
PCIe-DeviceToHost-UnifiedMemory-Split,1,74000000,0.002986,24.782
PCIe-DeviceToHost-UnifiedMemory-Split,1,75000000,0.002995,25.040
PCIe-DeviceToHost-UnifiedMemory-Split,1,76000000,0.003068,24.773
PCIe-DeviceToHost-UnifiedMemory-Split,1,77000000,0.003096,24.874
PCIe-DeviceToHost-UnifiedMemory-Split,1,78000000,0.003142,24.828
PCIe-DeviceToHost-UnifiedMemory-Split,1,79000000,0.003171,24.911
PCIe-DeviceToHost-UnifiedMemory-Split,1,80000000,0.003234,24.739
PCIe-HostToDevice-UnifiedMemory-Split,2,1000000,0.000083,12.056
PCIe-HostToDevice-UnifiedMemory-Split,2,2000000,0.000126,15.879
PCIe-HostToDevice-UnifiedMemory-Split,2,3000000,0.000165,18.197
PCIe-HostToDevice-UnifiedMemory-Split,2,4000000,0.000211,18.962
PCIe-HostToDevice-UnifiedMemory-Split,2,5000000,0.000257,19.453
PCIe-HostToDevice-UnifiedMemory-Split,2,6000000,0.000296,20.275
PCIe-HostToDevice-UnifiedMemory-Split,2,7000000,0.000334,20.969
PCIe-HostToDevice-UnifiedMemory-Split,2,8000000,0.000376,21.287
PCIe-HostToDevice-UnifiedMemory-Split,2,9000000,0.000424,21.230
PCIe-HostToDevice-UnifiedMemory-Split,2,10000000,0.000460,21.750
PCIe-HostToDevice-UnifiedMemory-Split,2,11000000,0.000499,22.058
PCIe-HostToDevice-UnifiedMemory-Split,2,12000000,0.000536,22.407
PCIe-HostToDevice-UnifiedMemory-Split,2,13000000,0.000579,22.470
PCIe-HostToDevice-UnifiedMemory-Split,2,14000000,0.000622,22.524
PCIe-HostToDevice-UnifiedMemory-Split,2,15000000,0.000662,22.676
PCIe-HostToDevice-UnifiedMemory-Split,2,16000000,0.000703,22.744
PCIe-HostToDevice-UnifiedMemory-Split,2,17000000,0.000750,22.680
PCIe-HostToDevice-UnifiedMemory-Split,2,18000000,0.000788,22.829
PCIe-HostToDevice-UnifiedMemory-Split,2,19000000,0.000826,22.992
PCIe-HostToDevice-UnifiedMemory-Split,2,20000000,0.000866,23.087
PCIe-HostToDevice-UnifiedMemory-Split,2,21000000,0.000910,23.068
PCIe-HostToDevice-UnifiedMemory-Split,2,22000000,0.000948,23.201
PCIe-HostToDevice-UnifiedMemory-Split,2,23000000,0.000987,23.300
PCIe-HostToDevice-UnifiedMemory-Split,2,24000000,0.001025,23.414
PCIe-HostToDevice-UnifiedMemory-Split,2,25000000,0.001064,23.498
PCIe-HostToDevice-UnifiedMemory-Split,2,26000000,0.001111,23.401
PCIe-HostToDevice-UnifiedMemory-Split,2,27000000,0.001149,23.500
PCIe-HostToDevice-UnifiedMemory-Split,2,28000000,0.001189,23.552
PCIe-HostToDevice-UnifiedMemory-Split,2,29000000,0.001229,23.600
PCIe-HostToDevice-UnifiedMemory-Split,2,30000000,0.001272,23.588
PCIe-HostToDevice-UnifiedMemory-Split,2,31000000,0.001312,23.633
PCIe-HostToDevice-UnifiedMemory-Split,2,32000000,0.001350,23.710
PCIe-HostToDevice-UnifiedMemory-Split,2,33000000,0.001391,23.731
PCIe-HostToDevice-UnifiedMemory-Split,2,34000000,0.001433,23.733
PCIe-HostToDevice-UnifiedMemory-Split,2,35000000,0.001474,23.752
PCIe-HostToDevice-UnifiedMemory-Split,2,36000000,0.001511,23.819
PCIe-HostToDevice-UnifiedMemory-Split,2,37000000,0.001550,23.866
PCIe-HostToDevice-UnifiedMemory-Split,2,38000000,0.001595,23.819
PCIe-HostToDevice-UnifiedMemory-Split,2,39000000,0.001635,23.848
PCIe-HostToDevice-UnifiedMemory-Split,2,40000000,0.001673,23.906
PCIe-HostToDevice-UnifiedMemory-Split,2,41000000,0.001711,23.961
PCIe-HostToDevice-UnifiedMemory-Split,2,42000000,0.001756,23.916
PCIe-HostToDevice-UnifiedMemory-Split,2,43000000,0.001794,23.968
PCIe-HostToDevice-UnifiedMemory-Split,2,44000000,0.001834,23.991
PCIe-HostToDevice-UnifiedMemory-Split,2,45000000,0.001873,24.027
PCIe-HostToDevice-UnifiedMemory-Split,2,46000000,0.001913,24.048
PCIe-HostToDevice-UnifiedMemory-Split,2,47000000,0.001957,24.018
PCIe-HostToDevice-UnifiedMemory-Split,2,48000000,0.001997,24.038
PCIe-HostToDevice-UnifiedMemory-Split,2,49000000,0.002035,24.082
PCIe-HostToDevice-UnifiedMemory-Split,2,50000000,0.002071,24.148
PCIe-HostToDevice-UnifiedMemory-Split,2,51000000,0.002120,24.060
PCIe-HostToDevice-UnifiedMemory-Split,2,52000000,0.002159,24.090
PCIe-HostToDevice-UnifiedMemory-Split,2,53000000,0.002196,24.130
PCIe-HostToDevice-UnifiedMemory-Split,2,54000000,0.002233,24.179
PCIe-HostToDevice-UnifiedMemory-Split,2,55000000,0.002280,24.118
PCIe-HostToDevice-UnifiedMemory-Split,2,56000000,0.002319,24.145
PCIe-HostToDevice-UnifiedMemory-Split,2,57000000,0.002358,24.170
PCIe-HostToDevice-UnifiedMemory-Split,2,58000000,0.002396,24.205
PCIe-HostToDevice-UnifiedMemory-Split,2,59000000,0.002443,24.148
PCIe-HostToDevice-UnifiedMemory-Split,2,60000000,0.002481,24.182
PCIe-HostToDevice-UnifiedMemory-Split,2,61000000,0.002518,24.225
PCIe-HostToDevice-UnifiedMemory-Split,2,62000000,0.002553,24.287
PCIe-HostToDevice-UnifiedMemory-Split,2,63000000,0.002607,24.165
PCIe-HostToDevice-UnifiedMemory-Split,2,64000000,0.002644,24.206
PCIe-HostToDevice-UnifiedMemory-Split,2,65000000,0.002681,24.246
PCIe-HostToDevice-UnifiedMemory-Split,2,66000000,0.002720,24.267
PCIe-HostToDevice-UnifiedMemory-Split,2,67000000,0.002758,24.296
PCIe-HostToDevice-UnifiedMemory-Split,2,68000000,0.002805,24.245
PCIe-HostToDevice-UnifiedMemory-Split,2,69000000,0.002844,24.265
PCIe-HostToDevice-UnifiedMemory-Split,2,70000000,0.002881,24.301
PCIe-HostToDevice-UnifiedMemory-Split,2,71000000,0.002919,24.320
PCIe-HostToDevice-UnifiedMemory-Split,2,72000000,0.002969,24.254
PCIe-HostToDevice-UnifiedMemory-Split,2,73000000,0.003006,24.281
PCIe-HostToDevice-UnifiedMemory-Split,2,74000000,0.003047,24.283
PCIe-HostToDevice-UnifiedMemory-Split,2,75000000,0.003080,24.349
PCIe-HostToDevice-UnifiedMemory-Split,2,76000000,0.003128,24.294
PCIe-HostToDevice-UnifiedMemory-Split,2,77000000,0.003166,24.319
PCIe-HostToDevice-UnifiedMemory-Split,2,78000000,0.003204,24.344
PCIe-HostToDevice-UnifiedMemory-Split,2,79000000,0.003243,24.360
PCIe-HostToDevice-UnifiedMemory-Split,2,80000000,0.003288,24.330
PCIe-DeviceToHost-UnifiedMemory-Split,2,1000000,0.000104,9.574
PCIe-DeviceToHost-UnifiedMemory-Split,2,2000000,0.000170,11.766
PCIe-DeviceToHost-UnifiedMemory-Split,2,3000000,0.000177,16.935
PCIe-DeviceToHost-UnifiedMemory-Split,2,4000000,0.000230,17.361
PCIe-DeviceToHost-UnifiedMemory-Split,2,5000000,0.000250,20.012
PCIe-DeviceToHost-UnifiedMemory-Split,2,6000000,0.000284,21.153
PCIe-DeviceToHost-UnifiedMemory-Split,2,7000000,0.000335,20.905
PCIe-DeviceToHost-UnifiedMemory-Split,2,8000000,0.000384,20.833
PCIe-DeviceToHost-UnifiedMemory-Split,2,9000000,0.000411,21.918
PCIe-DeviceToHost-UnifiedMemory-Split,2,10000000,0.000440,22.711
PCIe-DeviceToHost-UnifiedMemory-Split,2,11000000,0.000489,22.473
PCIe-DeviceToHost-UnifiedMemory-Split,2,12000000,0.000538,22.321
PCIe-DeviceToHost-UnifiedMemory-Split,2,13000000,0.000573,22.670
PCIe-DeviceToHost-UnifiedMemory-Split,2,14000000,0.000601,23.291
PCIe-DeviceToHost-UnifiedMemory-Split,2,15000000,0.000643,23.326
PCIe-DeviceToHost-UnifiedMemory-Split,2,16000000,0.000690,23.182
PCIe-DeviceToHost-UnifiedMemory-Split,2,17000000,0.000739,22.994
PCIe-DeviceToHost-UnifiedMemory-Split,2,18000000,0.000750,24.014
PCIe-DeviceToHost-UnifiedMemory-Split,2,19000000,0.000799,23.788
PCIe-DeviceToHost-UnifiedMemory-Split,2,20000000,0.000849,23.560
PCIe-DeviceToHost-UnifiedMemory-Split,2,21000000,0.000896,23.437
PCIe-DeviceToHost-UnifiedMemory-Split,2,22000000,0.000907,24.249
PCIe-DeviceToHost-UnifiedMemory-Split,2,23000000,0.000952,24.152
PCIe-DeviceToHost-UnifiedMemory-Split,2,24000000,0.001004,23.916
PCIe-DeviceToHost-UnifiedMemory-Split,2,25000000,0.001051,23.795
PCIe-DeviceToHost-UnifiedMemory-Split,2,26000000,0.001072,24.251
PCIe-DeviceToHost-UnifiedMemory-Split,2,27000000,0.001103,24.482
PCIe-DeviceToHost-UnifiedMemory-Split,2,28000000,0.001157,24.198
PCIe-DeviceToHost-UnifiedMemory-Split,2,29000000,0.001208,24.000
PCIe-DeviceToHost-UnifiedMemory-Split,2,30000000,0.001230,24.394
PCIe-DeviceToHost-UnifiedMemory-Split,2,31000000,0.001258,24.633
PCIe-DeviceToHost-UnifiedMemory-Split,2,32000000,0.001309,24.452
PCIe-DeviceToHost-UnifiedMemory-Split,2,33000000,0.001357,24.322
PCIe-DeviceToHost-UnifiedMemory-Split,2,34000000,0.001398,24.325
PCIe-DeviceToHost-UnifiedMemory-Split,2,35000000,0.001409,24.840
PCIe-DeviceToHost-UnifiedMemory-Split,2,36000000,0.001467,24.533
PCIe-DeviceToHost-UnifiedMemory-Split,2,37000000,0.001512,24.464
PCIe-DeviceToHost-UnifiedMemory-Split,2,38000000,0.001556,24.414
PCIe-DeviceToHost-UnifiedMemory-Split,2,39000000,0.001569,24.860
PCIe-DeviceToHost-UnifiedMemory-Split,2,40000000,0.001619,24.707
PCIe-DeviceToHost-UnifiedMemory-Split,2,41000000,0.001672,24.519
PCIe-DeviceToHost-UnifiedMemory-Split,2,42000000,0.001716,24.472
PCIe-DeviceToHost-UnifiedMemory-Split,2,43000000,0.001729,24.877
PCIe-DeviceToHost-UnifiedMemory-Split,2,44000000,0.001774,24.809
PCIe-DeviceToHost-UnifiedMemory-Split,2,45000000,0.001821,24.716
PCIe-DeviceToHost-UnifiedMemory-Split,2,46000000,0.001876,24.521
PCIe-DeviceToHost-UnifiedMemory-Split,2,47000000,0.001893,24.823
PCIe-DeviceToHost-UnifiedMemory-Split,2,48000000,0.001923,24.960
PCIe-DeviceToHost-UnifiedMemory-Split,2,49000000,0.001973,24.832
PCIe-DeviceToHost-UnifiedMemory-Split,2,50000000,0.002028,24.661
PCIe-DeviceToHost-UnifiedMemory-Split,2,51000000,0.002048,24.902
PCIe-DeviceToHost-UnifiedMemory-Split,2,52000000,0.002079,25.015
PCIe-DeviceToHost-UnifiedMemory-Split,2,53000000,0.002130,24.884
PCIe-DeviceToHost-UnifiedMemory-Split,2,54000000,0.002182,24.746
PCIe-DeviceToHost-UnifiedMemory-Split,2,55000000,0.002216,24.820
PCIe-DeviceToHost-UnifiedMemory-Split,2,56000000,0.002236,25.040
PCIe-DeviceToHost-UnifiedMemory-Split,2,57000000,0.002280,24.995
PCIe-DeviceToHost-UnifiedMemory-Split,2,58000000,0.002338,24.810
PCIe-DeviceToHost-UnifiedMemory-Split,2,59000000,0.002384,24.750
PCIe-DeviceToHost-UnifiedMemory-Split,2,60000000,0.002388,25.126
PCIe-DeviceToHost-UnifiedMemory-Split,2,61000000,0.002437,25.030
PCIe-DeviceToHost-UnifiedMemory-Split,2,62000000,0.002489,24.906
PCIe-DeviceToHost-UnifiedMemory-Split,2,63000000,0.002533,24.868
PCIe-DeviceToHost-UnifiedMemory-Split,2,64000000,0.002545,25.151
PCIe-DeviceToHost-UnifiedMemory-Split,2,65000000,0.002594,25.060
PCIe-DeviceToHost-UnifiedMemory-Split,2,66000000,0.002645,24.953
PCIe-DeviceToHost-UnifiedMemory-Split,2,67000000,0.002696,24.850
PCIe-DeviceToHost-UnifiedMemory-Split,2,68000000,0.002724,24.965
PCIe-DeviceToHost-UnifiedMemory-Split,2,69000000,0.002741,25.171
PCIe-DeviceToHost-UnifiedMemory-Split,2,70000000,0.002790,25.086
PCIe-DeviceToHost-UnifiedMemory-Split,2,71000000,0.002847,24.941
PCIe-DeviceToHost-UnifiedMemory-Split,2,72000000,0.002887,24.942
PCIe-DeviceToHost-UnifiedMemory-Split,2,73000000,0.002901,25.164
PCIe-DeviceToHost-UnifiedMemory-Split,2,74000000,0.002946,25.118
PCIe-DeviceToHost-UnifiedMemory-Split,2,75000000,0.003000,24.997
PCIe-DeviceToHost-UnifiedMemory-Split,2,76000000,0.003036,25.032
PCIe-DeviceToHost-UnifiedMemory-Split,2,77000000,0.003055,25.208
PCIe-DeviceToHost-UnifiedMemory-Split,2,78000000,0.003101,25.156
PCIe-DeviceToHost-UnifiedMemory-Split,2,79000000,0.003153,25.056
PCIe-DeviceToHost-UnifiedMemory-Split,2,80000000,0.003191,25.072
PCIe-HostToDevice-UnifiedMemory-Split,4,1000000,0.000093,10.731
PCIe-HostToDevice-UnifiedMemory-Split,4,2000000,0.000137,14.576
PCIe-HostToDevice-UnifiedMemory-Split,4,3000000,0.000178,16.837
PCIe-HostToDevice-UnifiedMemory-Split,4,4000000,0.000220,18.169
PCIe-HostToDevice-UnifiedMemory-Split,4,5000000,0.000259,19.300
PCIe-HostToDevice-UnifiedMemory-Split,4,6000000,0.000300,19.998
PCIe-HostToDevice-UnifiedMemory-Split,4,7000000,0.000341,20.528
PCIe-HostToDevice-UnifiedMemory-Split,4,8000000,0.000382,20.945
PCIe-HostToDevice-UnifiedMemory-Split,4,9000000,0.000435,20.680
PCIe-HostToDevice-UnifiedMemory-Split,4,10000000,0.000473,21.138
PCIe-HostToDevice-UnifiedMemory-Split,4,11000000,0.000511,21.527
PCIe-HostToDevice-UnifiedMemory-Split,4,12000000,0.000550,21.823
PCIe-HostToDevice-UnifiedMemory-Split,4,13000000,0.000592,21.964
PCIe-HostToDevice-UnifiedMemory-Split,4,14000000,0.000629,22.267
PCIe-HostToDevice-UnifiedMemory-Split,4,15000000,0.000668,22.467
PCIe-HostToDevice-UnifiedMemory-Split,4,16000000,0.000707,22.645
PCIe-HostToDevice-UnifiedMemory-Split,4,17000000,0.000763,22.284
PCIe-HostToDevice-UnifiedMemory-Split,4,18000000,0.000798,22.565
PCIe-HostToDevice-UnifiedMemory-Split,4,19000000,0.000840,22.628
PCIe-HostToDevice-UnifiedMemory-Split,4,20000000,0.000879,22.764
PCIe-HostToDevice-UnifiedMemory-Split,4,21000000,0.000913,22.991
PCIe-HostToDevice-UnifiedMemory-Split,4,22000000,0.000953,23.077
PCIe-HostToDevice-UnifiedMemory-Split,4,23000000,0.000992,23.180
PCIe-HostToDevice-UnifiedMemory-Split,4,24000000,0.001031,23.275
PCIe-HostToDevice-UnifiedMemory-Split,4,25000000,0.001070,23.363
PCIe-HostToDevice-UnifiedMemory-Split,4,26000000,0.001118,23.251
PCIe-HostToDevice-UnifiedMemory-Split,4,27000000,0.001158,23.313
PCIe-HostToDevice-UnifiedMemory-Split,4,28000000,0.001200,23.331
PCIe-HostToDevice-UnifiedMemory-Split,4,29000000,0.001237,23.444
PCIe-HostToDevice-UnifiedMemory-Split,4,30000000,0.001274,23.551
PCIe-HostToDevice-UnifiedMemory-Split,4,31000000,0.001314,23.596
PCIe-HostToDevice-UnifiedMemory-Split,4,32000000,0.001351,23.692
PCIe-HostToDevice-UnifiedMemory-Split,4,33000000,0.001391,23.731
PCIe-HostToDevice-UnifiedMemory-Split,4,34000000,0.001445,23.532
PCIe-HostToDevice-UnifiedMemory-Split,4,35000000,0.001483,23.605
PCIe-HostToDevice-UnifiedMemory-Split,4,36000000,0.001521,23.674
